perturbation_label	drug_name
[('Erlotinib', 0.05, 'uM')]	Erlotinib
[('Erlotinib', 0.5, 'uM')]	Erlotinib
[('Erlotinib', 5.0, 'uM')]	Erlotinib
[('Erythromycin', 0.05, 'uM')]	Erythromycin
[('Erythromycin', 0.5, 'uM')]	Erythromycin
[('Erythromycin', 5.0, 'uM')]	Erythromycin
[('Esmolol (hydrochloride)', 0.05, 'uM')]	Esmolol (hydrochloride)
[('Esmolol (hydrochloride)', 0.5, 'uM')]	Esmolol (hydrochloride)
[('Esmolol (hydrochloride)', 5.0, 'uM')]	Esmolol (hydrochloride)
[('Estrone sulfate (potassium)', 0.05, 'uM')]	Estrone sulfate (potassium)
[('Estrone sulfate (potassium)', 0.5, 'uM')]	Estrone sulfate (potassium)
[('Estrone sulfate (potassium)', 5.0, 'uM')]	Estrone sulfate (potassium)
[('Everolimus', 0.05, 'uM')]	Everolimus
[('Everolimus', 0.5, 'uM')]	Everolimus
[('Everolimus', 5.0, 'uM')]	Everolimus
[('Fedratinib (hydrochloride hydrate)', 0.05, 'uM')]	Fedratinib (hydrochloride hydrate)
[('Fedratinib (hydrochloride hydrate)', 0.5, 'uM')]	Fedratinib (hydrochloride hydrate)
[('Fedratinib (hydrochloride hydrate)', 5.0, 'uM')]	Fedratinib (hydrochloride hydrate)
[('Fenofibrate', 0.05, 'uM')]	Fenofibrate
[('Fenofibrate', 0.5, 'uM')]	Fenofibrate
[('Fenofibrate', 5.0, 'uM')]	Fenofibrate
[('Ferulic acid', 0.05, 'uM')]	Ferulic acid
[('Ferulic acid', 0.5, 'uM')]	Ferulic acid
[('Ferulic acid', 5.0, 'uM')]	Ferulic acid
[('Filgotinib', 0.05, 'uM')]	Filgotinib
[('Filgotinib', 0.5, 'uM')]	Filgotinib
[('Filgotinib', 5.0, 'uM')]	Filgotinib
[('Finasteride', 0.05, 'uM')]	Finasteride
[('Finasteride', 0.5, 'uM')]	Finasteride
[('Finasteride', 5.0, 'uM')]	Finasteride
[('Fingolimod (hydrochloride)', 0.05, 'uM')]	Fingolimod (hydrochloride)
[('Fingolimod (hydrochloride)', 0.5, 'uM')]	Fingolimod (hydrochloride)
[('Fingolimod (hydrochloride)', 5.0, 'uM')]	Fingolimod (hydrochloride)
[('Flumatinib (mesylate)', 0.05, 'uM')]	Flumatinib (mesylate)
[('Flumatinib (mesylate)', 0.5, 'uM')]	Flumatinib (mesylate)
[('Flumatinib (mesylate)', 5.0, 'uM')]	Flumatinib (mesylate)
[('Flutamide', 0.05, 'uM')]	Flutamide
[('Flutamide', 0.5, 'uM')]	Flutamide
[('Flutamide', 5.0, 'uM')]	Flutamide
[('Fluvoxamine (maleate)', 0.05, 'uM')]	Fluvoxamine (maleate)
[('Fluvoxamine (maleate)', 0.5, 'uM')]	Fluvoxamine (maleate)
[('Fluvoxamine (maleate)', 5.0, 'uM')]	Fluvoxamine (maleate)
[('Fluvoxamine', 0.05, 'uM')]	Fluvoxamine
[('Fluvoxamine', 0.5, 'uM')]	Fluvoxamine
[('Fluvoxamine', 5.0, 'uM')]	Fluvoxamine
[('Folic acid', 0.05, 'uM')]	Folic acid
[('Folic acid', 0.5, 'uM')]	Folic acid
[('Folic acid', 5.0, 'uM')]	Folic acid
[('Fostamatinib (disodium hexahydrate)', 0.05, 'uM')]	Fostamatinib (disodium hexahydrate)
[('Fostamatinib (disodium hexahydrate)', 0.5, 'uM')]	Fostamatinib (disodium hexahydrate)
[('Fostamatinib (disodium hexahydrate)', 5.0, 'uM')]	Fostamatinib (disodium hexahydrate)
[('Fulvestrant', 0.05, 'uM')]	Fulvestrant
[('Fulvestrant', 0.5, 'uM')]	Fulvestrant
[('Fulvestrant', 5.0, 'uM')]	Fulvestrant
[('Fumaric acid', 0.05, 'uM')]	Fumaric acid
[('Fumaric acid', 0.5, 'uM')]	Fumaric acid
[('Fumaric acid', 5.0, 'uM')]	Fumaric acid
[('Furosemide', 0.05, 'uM')]	Furosemide
[('Furosemide', 0.5, 'uM')]	Furosemide
[('Furosemide', 5.0, 'uM')]	Furosemide
[('Fusidic acid', 0.05, 'uM')]	Fusidic acid
[('Fusidic acid', 0.5, 'uM')]	Fusidic acid
[('Fusidic acid', 5.0, 'uM')]	Fusidic acid
[('Futibatinib', 0.05, 'uM')]	Futibatinib
[('Futibatinib', 0.5, 'uM')]	Futibatinib
[('Futibatinib', 5.0, 'uM')]	Futibatinib
[('GSK1059615', 0.05, 'uM')]	GSK1059615
[('GSK1059615', 0.5, 'uM')]	GSK1059615
[('GSK1059615', 5.0, 'uM')]	GSK1059615
[('Gallic acid (hydrate)', 0.05, 'uM')]	Gallic acid (hydrate)
[('Gallic acid (hydrate)', 0.5, 'uM')]	Gallic acid (hydrate)
[('Gallic acid (hydrate)', 5.0, 'uM')]	Gallic acid (hydrate)
[('Gallic acid', 0.05, 'uM')]	Gallic acid
[('Gallic acid', 0.5, 'uM')]	Gallic acid
[('Gallic acid', 5.0, 'uM')]	Gallic acid
[('Gefitinib', 0.05, 'uM')]	Gefitinib
[('Gefitinib', 0.5, 'uM')]	Gefitinib
[('Gefitinib', 5.0, 'uM')]	Gefitinib
[('Gemcitabine', 0.05, 'uM')]	Gemcitabine
[('Gemcitabine', 0.5, 'uM')]	Gemcitabine
[('Gemcitabine', 5.0, 'uM')]	Gemcitabine
[('Gemfibrozil', 0.05, 'uM')]	Gemfibrozil
[('Gemfibrozil', 0.5, 'uM')]	Gemfibrozil
[('Gemfibrozil', 5.0, 'uM')]	Gemfibrozil
[('Glasdegib', 0.05, 'uM')]	Glasdegib
[('Glasdegib', 0.5, 'uM')]	Glasdegib
[('Glasdegib', 5.0, 'uM')]	Glasdegib
[('Glycyrrhizic acid', 0.05, 'uM')]	Glycyrrhizic acid
[('Glycyrrhizic acid', 0.5, 'uM')]	Glycyrrhizic acid
[('Glycyrrhizic acid', 5.0, 'uM')]	Glycyrrhizic acid
[('Goserelin (acetate)', 0.05, 'uM')]	Goserelin (acetate)
[('Goserelin (acetate)', 0.5, 'uM')]	Goserelin (acetate)
[('Goserelin (acetate)', 5.0, 'uM')]	Goserelin (acetate)
[('HI-TOPK-032', 0.05, 'uM')]	HI-TOPK-032
[('HI-TOPK-032', 0.5, 'uM')]	HI-TOPK-032
[('HI-TOPK-032', 5.0, 'uM')]	HI-TOPK-032
[('Harringtonine', 0.05, 'uM')]	Harringtonine
[('Harringtonine', 0.5, 'uM')]	Harringtonine
[('Harringtonine', 5.0, 'uM')]	Harringtonine
[('Hesperidin', 0.05, 'uM')]	Hesperidin
[('Hesperidin', 0.5, 'uM')]	Hesperidin
[('Hesperidin', 5.0, 'uM')]	Hesperidin
[('Hexylresorcinol', 0.05, 'uM')]	Hexylresorcinol
[('Hexylresorcinol', 0.5, 'uM')]	Hexylresorcinol
[('Hexylresorcinol', 5.0, 'uM')]	Hexylresorcinol
[('Homoharringtonine', 0.05, 'uM')]	Homoharringtonine
[('Homoharringtonine', 0.5, 'uM')]	Homoharringtonine
[('Homoharringtonine', 5.0, 'uM')]	Homoharringtonine
[('Hydroxyfasudil', 0.05, 'uM')]	Hydroxyfasudil
[('Hydroxyfasudil', 0.5, 'uM')]	Hydroxyfasudil
[('Hydroxyfasudil', 5.0, 'uM')]	Hydroxyfasudil
[('Hydroxyurea', 0.05, 'uM')]	Hydroxyurea
[('Hydroxyurea', 0.5, 'uM')]	Hydroxyurea
[('Hydroxyurea', 5.0, 'uM')]	Hydroxyurea
[('IQ 1', 0.05, 'uM')]	IQ 1
[('IQ 1', 0.5, 'uM')]	IQ 1
[('IQ 1', 5.0, 'uM')]	IQ 1
[('Idarubicin (hydrochloride)', 0.05, 'uM')]	Idarubicin (hydrochloride)
[('Idarubicin (hydrochloride)', 0.5, 'uM')]	Idarubicin (hydrochloride)
[('Idarubicin (hydrochloride)', 5.0, 'uM')]	Idarubicin (hydrochloride)
[('Idoxuridine', 0.05, 'uM')]	Idoxuridine
[('Idoxuridine', 0.5, 'uM')]	Idoxuridine
[('Idoxuridine', 5.0, 'uM')]	Idoxuridine
[('Imiquimod (hydrochloride)', 0.05, 'uM')]	Imiquimod (hydrochloride)
[('Imiquimod (hydrochloride)', 0.5, 'uM')]	Imiquimod (hydrochloride)
[('Imiquimod (hydrochloride)', 5.0, 'uM')]	Imiquimod (hydrochloride)
[('Imiquimod (maleate)', 0.05, 'uM')]	Imiquimod (maleate)
[('Imiquimod (maleate)', 0.5, 'uM')]	Imiquimod (maleate)
[('Imiquimod (maleate)', 5.0, 'uM')]	Imiquimod (maleate)
[('Indacaterol (maleate)', 0.05, 'uM')]	Indacaterol (maleate)
[('Indacaterol (maleate)', 0.5, 'uM')]	Indacaterol (maleate)
[('Indacaterol (maleate)', 5.0, 'uM')]	Indacaterol (maleate)
[('Infigratinib', 0.05, 'uM')]	Infigratinib
[('Infigratinib', 0.5, 'uM')]	Infigratinib
[('Infigratinib', 5.0, 'uM')]	Infigratinib
[('Ipatasertib', 0.05, 'uM')]	Ipatasertib
[('Ipatasertib', 0.5, 'uM')]	Ipatasertib
[('Ipatasertib', 5.0, 'uM')]	Ipatasertib
[('Irinotecan (hydrochloride)', 0.05, 'uM')]	Irinotecan (hydrochloride)
[('Irinotecan (hydrochloride)', 0.5, 'uM')]	Irinotecan (hydrochloride)
[('Irinotecan (hydrochloride)', 5.0, 'uM')]	Irinotecan (hydrochloride)
[('Irinotecan', 0.05, 'uM')]	Irinotecan
[('Irinotecan', 0.5, 'uM')]	Irinotecan
[('Irinotecan', 5.0, 'uM')]	Irinotecan
[('Isocorydine', 0.05, 'uM')]	Isocorydine
[('Isocorydine', 0.5, 'uM')]	Isocorydine
[('Isocorydine', 5.0, 'uM')]	Isocorydine
[('Ivabradine (hydrochloride)', 0.05, 'uM')]	Ivabradine (hydrochloride)
[('Ivabradine (hydrochloride)', 0.5, 'uM')]	Ivabradine (hydrochloride)
[('Ivabradine (hydrochloride)', 5.0, 'uM')]	Ivabradine (hydrochloride)
[('Ivermectin', 0.05, 'uM')]	Ivermectin
[('Ivermectin', 0.5, 'uM')]	Ivermectin
[('Ivermectin', 5.0, 'uM')]	Ivermectin
[('Ixazomib citrate', 0.05, 'uM')]	Ixazomib citrate
[('Ixazomib citrate', 0.5, 'uM')]	Ixazomib citrate
[('Ixazomib citrate', 5.0, 'uM')]	Ixazomib citrate
[('Ixazomib', 0.05, 'uM')]	Ixazomib
[('Ixazomib', 0.5, 'uM')]	Ixazomib
[('Ixazomib', 5.0, 'uM')]	Ixazomib
[('L-Eflornithine (monohydrochloride)', 0.05, 'uM')]	L-Eflornithine (monohydrochloride)
[('L-Eflornithine (monohydrochloride)', 0.5, 'uM')]	L-Eflornithine (monohydrochloride)
[('L-Eflornithine (monohydrochloride)', 5.0, 'uM')]	L-Eflornithine (monohydrochloride)
[('L-Thyroxine (sodium salt pentahydrate)', 0.05, 'uM')]	L-Thyroxine (sodium salt pentahydrate)
[('L-Thyroxine (sodium salt pentahydrate)', 0.5, 'uM')]	L-Thyroxine (sodium salt pentahydrate)
[('L-Thyroxine (sodium salt pentahydrate)', 5.0, 'uM')]	L-Thyroxine (sodium salt pentahydrate)
[('LB-100', 0.05, 'uM')]	LB-100
[('LB-100', 0.5, 'uM')]	LB-100
[('LB-100', 5.0, 'uM')]	LB-100
[('LJI308', 0.05, 'uM')]	LJI308
[('LJI308', 0.5, 'uM')]	LJI308
[('LJI308', 5.0, 'uM')]	LJI308
[('LY-2584702 (tosylate salt)', 0.05, 'uM')]	LY-2584702 (tosylate salt)
[('LY-2584702 (tosylate salt)', 0.5, 'uM')]	LY-2584702 (tosylate salt)
[('LY-2584702 (tosylate salt)', 5.0, 'uM')]	LY-2584702 (tosylate salt)
[('LY2090314', 0.05, 'uM')]	LY2090314
[('LY2090314', 0.5, 'uM')]	LY2090314
[('LY2090314', 5.0, 'uM')]	LY2090314
[('Lactate (calcium)', 0.05, 'uM')]	Lactate (calcium)
[('Lactate (calcium)', 0.5, 'uM')]	Lactate (calcium)
[('Lactate (calcium)', 5.0, 'uM')]	Lactate (calcium)
[('Lapatinib ditosylate', 0.05, 'uM')]	Lapatinib ditosylate
[('Lapatinib ditosylate', 0.5, 'uM')]	Lapatinib ditosylate
[('Lapatinib ditosylate', 5.0, 'uM')]	Lapatinib ditosylate
[('Larotrectinib sulfate', 0.05, 'uM')]	Larotrectinib sulfate
[('Larotrectinib sulfate', 0.5, 'uM')]	Larotrectinib sulfate
[('Larotrectinib sulfate', 5.0, 'uM')]	Larotrectinib sulfate
[('Larotrectinib', 0.05, 'uM')]	Larotrectinib
[('Larotrectinib', 0.5, 'uM')]	Larotrectinib
[('Larotrectinib', 5.0, 'uM')]	Larotrectinib
[('Lenalidomide (hemihydrate)', 0.05, 'uM')]	Lenalidomide (hemihydrate)
[('Lenalidomide (hemihydrate)', 0.5, 'uM')]	Lenalidomide (hemihydrate)
[('Lenalidomide (hemihydrate)', 5.0, 'uM')]	Lenalidomide (hemihydrate)
[('Levobupivacaine (hydrochloride)', 0.05, 'uM')]	Levobupivacaine (hydrochloride)
[('Levobupivacaine (hydrochloride)', 0.5, 'uM')]	Levobupivacaine (hydrochloride)
[('Levobupivacaine (hydrochloride)', 5.0, 'uM')]	Levobupivacaine (hydrochloride)
[('Lidocaine (hydrochloride)', 0.05, 'uM')]	Lidocaine (hydrochloride)
[('Lidocaine (hydrochloride)', 0.5, 'uM')]	Lidocaine (hydrochloride)
[('Lidocaine (hydrochloride)', 5.0, 'uM')]	Lidocaine (hydrochloride)
[('Ligustrazine', 0.05, 'uM')]	Ligustrazine
[('Ligustrazine', 0.5, 'uM')]	Ligustrazine
[('Ligustrazine', 5.0, 'uM')]	Ligustrazine
[('Lipoic acid', 0.05, 'uM')]	Lipoic acid
[('Lipoic acid', 0.5, 'uM')]	Lipoic acid
[('Lipoic acid', 5.0, 'uM')]	Lipoic acid
[('Lonafarnib', 0.05, 'uM')]	Lonafarnib
[('Lonafarnib', 0.5, 'uM')]	Lonafarnib
[('Lonafarnib', 5.0, 'uM')]	Lonafarnib
[('Loperamide (hydrochloride)', 0.05, 'uM')]	Loperamide (hydrochloride)
[('Loperamide (hydrochloride)', 0.5, 'uM')]	Loperamide (hydrochloride)
[('Loperamide (hydrochloride)', 5.0, 'uM')]	Loperamide (hydrochloride)
[('Lopinavir', 0.05, 'uM')]	Lopinavir
[('Lopinavir', 0.5, 'uM')]	Lopinavir
[('Lopinavir', 5.0, 'uM')]	Lopinavir
[('Lucanthone', 0.05, 'uM')]	Lucanthone
[('Lucanthone', 0.5, 'uM')]	Lucanthone
[('Lucanthone', 5.0, 'uM')]	Lucanthone
[('Lumateperone (tosylate)', 0.05, 'uM')]	Lumateperone (tosylate)
[('Lumateperone (tosylate)', 0.5, 'uM')]	Lumateperone (tosylate)
[('Lumateperone (tosylate)', 5.0, 'uM')]	Lumateperone (tosylate)
[('MK-3903', 0.05, 'uM')]	MK-3903
[('MK-3903', 0.5, 'uM')]	MK-3903
[('MK-3903', 5.0, 'uM')]	MK-3903
[('MK-8353', 0.05, 'uM')]	MK-8353
[('MK-8353', 0.5, 'uM')]	MK-8353
[('MK-8353', 5.0, 'uM')]	MK-8353
[('ML264', 0.05, 'uM')]	ML264
[('ML264', 0.5, 'uM')]	ML264
[('ML264', 5.0, 'uM')]	ML264
[('Macitentan', 0.05, 'uM')]	Macitentan
[('Macitentan', 0.5, 'uM')]	Macitentan
[('Macitentan', 5.0, 'uM')]	Macitentan
[('Malotilate', 0.05, 'uM')]	Malotilate
[('Malotilate', 0.5, 'uM')]	Malotilate
[('Malotilate', 5.0, 'uM')]	Malotilate
[('Mebendazole', 0.05, 'uM')]	Mebendazole
[('Mebendazole', 0.5, 'uM')]	Mebendazole
[('Mebendazole', 5.0, 'uM')]	Mebendazole
[('Medroxyprogesterone acetate', 0.05, 'uM')]	Medroxyprogesterone acetate
[('Medroxyprogesterone acetate', 0.5, 'uM')]	Medroxyprogesterone acetate
[('Medroxyprogesterone acetate', 5.0, 'uM')]	Medroxyprogesterone acetate
[('Megestrol', 0.05, 'uM')]	Megestrol
[('Megestrol', 0.5, 'uM')]	Megestrol
[('Megestrol', 5.0, 'uM')]	Megestrol
[('Meloxicam', 0.05, 'uM')]	Meloxicam
[('Meloxicam', 0.5, 'uM')]	Meloxicam
[('Meloxicam', 5.0, 'uM')]	Meloxicam
[('Menadione', 0.05, 'uM')]	Menadione
[('Menadione', 0.5, 'uM')]	Menadione
[('Menadione', 5.0, 'uM')]	Menadione
[('Methotrexate', 0.05, 'uM')]	Methotrexate
[('Methotrexate', 0.5, 'uM')]	Methotrexate
[('Methotrexate', 5.0, 'uM')]	Methotrexate
[('Methyl aminolevulinate (hydrochloride)', 0.05, 'uM')]	Methyl aminolevulinate (hydrochloride)
[('Methyl aminolevulinate (hydrochloride)', 0.5, 'uM')]	Methyl aminolevulinate (hydrochloride)
[('Methyl aminolevulinate (hydrochloride)', 5.0, 'uM')]	Methyl aminolevulinate (hydrochloride)
[('Methylprednisolone succinate', 0.05, 'uM')]	Methylprednisolone succinate
[('Methylprednisolone succinate', 0.5, 'uM')]	Methylprednisolone succinate
[('Methylprednisolone succinate', 5.0, 'uM')]	Methylprednisolone succinate
[('Methylthiouracil', 0.05, 'uM')]	Methylthiouracil
[('Methylthiouracil', 0.5, 'uM')]	Methylthiouracil
[('Methylthiouracil', 5.0, 'uM')]	Methylthiouracil
[('Mifepristone', 0.05, 'uM')]	Mifepristone
[('Mifepristone', 0.5, 'uM')]	Mifepristone
[('Mifepristone', 5.0, 'uM')]	Mifepristone
[('Minodronic acid', 0.05, 'uM')]	Minodronic acid
[('Minodronic acid', 0.5, 'uM')]	Minodronic acid
[('Minodronic acid', 5.0, 'uM')]	Minodronic acid
[('Mitoxantrone (dihydrochloride)', 0.05, 'uM')]	Mitoxantrone (dihydrochloride)
[('Mitoxantrone (dihydrochloride)', 0.5, 'uM')]	Mitoxantrone (dihydrochloride)
[('Mitoxantrone (dihydrochloride)', 5.0, 'uM')]	Mitoxantrone (dihydrochloride)
[('Monocrotaline', 0.05, 'uM')]	Monocrotaline
[('Monocrotaline', 0.5, 'uM')]	Monocrotaline
[('Monocrotaline', 5.0, 'uM')]	Monocrotaline
[('Mozavaptan', 0.05, 'uM')]	Mozavaptan
[('Mozavaptan', 0.5, 'uM')]	Mozavaptan
[('Mozavaptan', 5.0, 'uM')]	Mozavaptan
[('NG25', 0.05, 'uM')]	NG25
[('NG25', 0.5, 'uM')]	NG25
[('NG25', 5.0, 'uM')]	NG25
[('NVP-BHG712', 0.05, 'uM')]	NVP-BHG712
[('NVP-BHG712', 0.5, 'uM')]	NVP-BHG712
[('NVP-BHG712', 5.0, 'uM')]	NVP-BHG712
[('Nafamostat (mesylate)', 0.05, 'uM')]	Nafamostat (mesylate)
[('Nafamostat (mesylate)', 0.5, 'uM')]	Nafamostat (mesylate)
[('Nafamostat (mesylate)', 5.0, 'uM')]	Nafamostat (mesylate)
[('Naproxen', 0.05, 'uM')]	Naproxen
[('Naproxen', 0.5, 'uM')]	Naproxen
[('Naproxen', 5.0, 'uM')]	Naproxen
[('Neratinib (maleate)', 0.05, 'uM')]	Neratinib (maleate)
[('Neratinib (maleate)', 0.5, 'uM')]	Neratinib (maleate)
[('Neratinib (maleate)', 5.0, 'uM')]	Neratinib (maleate)
[('Neratinib', 0.05, 'uM')]	Neratinib
[('Neratinib', 0.5, 'uM')]	Neratinib
[('Neratinib', 5.0, 'uM')]	Neratinib
[('Nevirapine', 0.05, 'uM')]	Nevirapine
[('Nevirapine', 0.5, 'uM')]	Nevirapine
[('Nevirapine', 5.0, 'uM')]	Nevirapine
[('Niclosamide (olamine)', 0.05, 'uM')]	Niclosamide (olamine)
[('Niclosamide (olamine)', 0.5, 'uM')]	Niclosamide (olamine)
[('Niclosamide (olamine)', 5.0, 'uM')]	Niclosamide (olamine)
[('Nimesulide', 0.05, 'uM')]	Nimesulide
[('Nimesulide', 0.5, 'uM')]	Nimesulide
[('Nimesulide', 5.0, 'uM')]	Nimesulide
[('Norepinephrine (hydrochloride)', 0.05, 'uM')]	Norepinephrine (hydrochloride)
[('Norepinephrine (hydrochloride)', 0.5, 'uM')]	Norepinephrine (hydrochloride)
[('Norepinephrine (hydrochloride)', 5.0, 'uM')]	Norepinephrine (hydrochloride)
[('OTS514', 0.05, 'uM')]	OTS514
[('OTS514', 0.5, 'uM')]	OTS514
[('OTS514', 5.0, 'uM')]	OTS514
[('Olanzapine', 0.05, 'uM')]	Olanzapine
[('Olanzapine', 0.5, 'uM')]	Olanzapine
[('Olanzapine', 5.0, 'uM')]	Olanzapine
[('Oleic acid', 0.05, 'uM')]	Oleic acid
[('Oleic acid', 0.5, 'uM')]	Oleic acid
[('Oleic acid', 5.0, 'uM')]	Oleic acid
[('Omeprazole (sodium)', 0.05, 'uM')]	Omeprazole (sodium)
[('Omeprazole (sodium)', 0.5, 'uM')]	Omeprazole (sodium)
[('Omeprazole (sodium)', 5.0, 'uM')]	Omeprazole (sodium)
[('Omeprazole', 0.05, 'uM')]	Omeprazole
[('Omeprazole', 0.5, 'uM')]	Omeprazole
[('Omeprazole', 5.0, 'uM')]	Omeprazole
[('Orlistat', 0.05, 'uM')]	Orlistat
[('Orlistat', 0.5, 'uM')]	Orlistat
[('Orlistat', 5.0, 'uM')]	Orlistat
[('Ornidazole', 0.05, 'uM')]	Ornidazole
[('Ornidazole', 0.5, 'uM')]	Ornidazole
[('Ornidazole', 5.0, 'uM')]	Ornidazole
[('Osimertinib (mesylate)', 0.05, 'uM')]	Osimertinib (mesylate)
[('Osimertinib (mesylate)', 0.5, 'uM')]	Osimertinib (mesylate)
[('Osimertinib (mesylate)', 5.0, 'uM')]	Osimertinib (mesylate)
[('Ouabain (Octahydrate)', 0.05, 'uM')]	Ouabain (Octahydrate)
[('Ouabain (Octahydrate)', 0.5, 'uM')]	Ouabain (Octahydrate)
[('Ouabain (Octahydrate)', 5.0, 'uM')]	Ouabain (Octahydrate)
[('Oxaliplatin', 0.05, 'uM')]	Oxaliplatin
[('Oxaliplatin', 0.5, 'uM')]	Oxaliplatin
[('Oxaliplatin', 5.0, 'uM')]	Oxaliplatin
[('Oxaprozin', 0.05, 'uM')]	Oxaprozin
[('Oxaprozin', 0.5, 'uM')]	Oxaprozin
[('Oxaprozin', 5.0, 'uM')]	Oxaprozin
[('PF-06260933', 0.05, 'uM')]	PF-06260933
[('PF-06260933', 0.5, 'uM')]	PF-06260933
[('PF-06260933', 5.0, 'uM')]	PF-06260933
[('PH-797804', 0.05, 'uM')]	PH-797804
[('PH-797804', 0.5, 'uM')]	PH-797804
[('PH-797804', 5.0, 'uM')]	PH-797804
[('Paclitaxel', 0.05, 'uM')]	Paclitaxel
[('Paclitaxel', 0.5, 'uM')]	Paclitaxel
[('Paclitaxel', 5.0, 'uM')]	Paclitaxel
[('Palmatine (chloride)', 0.05, 'uM')]	Palmatine (chloride)
[('Palmatine (chloride)', 0.5, 'uM')]	Palmatine (chloride)
[('Palmatine (chloride)', 5.0, 'uM')]	Palmatine (chloride)
[('Panobinostat', 0.05, 'uM')]	Panobinostat
[('Panobinostat', 0.5, 'uM')]	Panobinostat
[('Panobinostat', 5.0, 'uM')]	Panobinostat
[('Pasireotide (acetate)', 0.05, 'uM')]	Pasireotide (acetate)
[('Pasireotide (acetate)', 0.5, 'uM')]	Pasireotide (acetate)
[('Pasireotide (acetate)', 5.0, 'uM')]	Pasireotide (acetate)
[('Pemetrexed', 0.05, 'uM')]	Pemetrexed
[('Pemetrexed', 0.5, 'uM')]	Pemetrexed
[('Pemetrexed', 5.0, 'uM')]	Pemetrexed
[('Pemigatinib', 0.05, 'uM')]	Pemigatinib
[('Pemigatinib', 0.5, 'uM')]	Pemigatinib
[('Pemigatinib', 5.0, 'uM')]	Pemigatinib
[('Penfluridol', 0.05, 'uM')]	Penfluridol
[('Penfluridol', 0.5, 'uM')]	Penfluridol
[('Penfluridol', 5.0, 'uM')]	Penfluridol
[('Pentagastrin', 0.05, 'uM')]	Pentagastrin
[('Pentagastrin', 0.5, 'uM')]	Pentagastrin
[('Pentagastrin', 5.0, 'uM')]	Pentagastrin
[('Pentamidine (isethionate)', 0.05, 'uM')]	Pentamidine (isethionate)
[('Pentamidine (isethionate)', 0.5, 'uM')]	Pentamidine (isethionate)
[('Pentamidine (isethionate)', 5.0, 'uM')]	Pentamidine (isethionate)
[('Pentoxifylline', 0.05, 'uM')]	Pentoxifylline
[('Pentoxifylline', 0.5, 'uM')]	Pentoxifylline
[('Pentoxifylline', 5.0, 'uM')]	Pentoxifylline
[('Peretinoin', 0.05, 'uM')]	Peretinoin
[('Peretinoin', 0.5, 'uM')]	Peretinoin
[('Peretinoin', 5.0, 'uM')]	Peretinoin
[('Perindopril (erbumine)', 0.05, 'uM')]	Perindopril (erbumine)
[('Perindopril (erbumine)', 0.5, 'uM')]	Perindopril (erbumine)
[('Perindopril (erbumine)', 5.0, 'uM')]	Perindopril (erbumine)
[('Pexidartinib (hydrochloride)', 0.05, 'uM')]	Pexidartinib (hydrochloride)
[('Pexidartinib (hydrochloride)', 0.5, 'uM')]	Pexidartinib (hydrochloride)
[('Pexidartinib (hydrochloride)', 5.0, 'uM')]	Pexidartinib (hydrochloride)
[('Phenylephrine (hydrochloride)', 0.05, 'uM')]	Phenylephrine (hydrochloride)
[('Phenylephrine (hydrochloride)', 0.5, 'uM')]	Phenylephrine (hydrochloride)
[('Phenylephrine (hydrochloride)', 5.0, 'uM')]	Phenylephrine (hydrochloride)
[('Phenytoin (sodium)', 0.05, 'uM')]	Phenytoin (sodium)
[('Phenytoin (sodium)', 0.5, 'uM')]	Phenytoin (sodium)
[('Phenytoin (sodium)', 5.0, 'uM')]	Phenytoin (sodium)
[('Pimitespib', 0.05, 'uM')]	Pimitespib
[('Pimitespib', 0.5, 'uM')]	Pimitespib
[('Pimitespib', 5.0, 'uM')]	Pimitespib
[('Pimozide', 0.05, 'uM')]	Pimozide
[('Pimozide', 0.5, 'uM')]	Pimozide
[('Pimozide', 5.0, 'uM')]	Pimozide
[('Pioglitazone', 0.05, 'uM')]	Pioglitazone
[('Pioglitazone', 0.5, 'uM')]	Pioglitazone
[('Pioglitazone', 5.0, 'uM')]	Pioglitazone
[('Piroxicam', 0.05, 'uM')]	Piroxicam
[('Piroxicam', 0.5, 'uM')]	Piroxicam
[('Piroxicam', 5.0, 'uM')]	Piroxicam
[('Pitavastatin (Calcium)', 0.05, 'uM')]	Pitavastatin (Calcium)
[('Pitavastatin (Calcium)', 0.5, 'uM')]	Pitavastatin (Calcium)
[('Pitavastatin (Calcium)', 5.0, 'uM')]	Pitavastatin (Calcium)
[('Plicamycin', 0.05, 'uM')]	Plicamycin
[('Plicamycin', 0.5, 'uM')]	Plicamycin
[('Plicamycin', 5.0, 'uM')]	Plicamycin
[('Ponatinib', 0.05, 'uM')]	Ponatinib
[('Ponatinib', 0.5, 'uM')]	Ponatinib
[('Ponatinib', 5.0, 'uM')]	Ponatinib
[('Posaconazole', 0.05, 'uM')]	Posaconazole
[('Posaconazole', 0.5, 'uM')]	Posaconazole
[('Posaconazole', 5.0, 'uM')]	Posaconazole
[('Pralsetinib', 0.05, 'uM')]	Pralsetinib
[('Pralsetinib', 0.5, 'uM')]	Pralsetinib
[('Pralsetinib', 5.0, 'uM')]	Pralsetinib
[('Pravastatin (sodium)', 0.05, 'uM')]	Pravastatin (sodium)
[('Pravastatin (sodium)', 0.5, 'uM')]	Pravastatin (sodium)
[('Pravastatin (sodium)', 5.0, 'uM')]	Pravastatin (sodium)
[('Procainamide (hydrochloride)', 0.05, 'uM')]	Procainamide (hydrochloride)
[('Procainamide (hydrochloride)', 0.5, 'uM')]	Procainamide (hydrochloride)
