cell_id,source_cds,cell,sample,Size_Factor,n.umi,hash_umis_W,pval_W,qval_W,top_to_second_best_ratio_W,top_oligo_W,RTwell,Ligwell,PCR_well,PCR_plate,RT_well,cell_type,num_genes_expressed,g1s_score,g2m_score,proliferation_index,UMAP1,UMAP2,Cluster,Partition,Trametinib_dose,Treatment,hash_plate,replicate,trametinib_dose,treatment,dose,dose_character,cell_line,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,total_counts_mt,log1p_total_counts_mt,pct_counts_mt,total_counts_ribo,log1p_total_counts_ribo,pct_counts_ribo,drugname_drugconc
A01_G01_RT_BC_10_Lig_BC_59,U87MG,A01_G01_RT_BC_10_Lig_BC_59,sci3_sciPlex8_FollowUp,1.1787887560393,1060,13,0.0,0.0,11.4587320574163,plate6_0_RIPA56_0.1_rep1,10,59,A01,G01,10,Trametinib_0.0_RIPA56_0.1,773,1.26553399990688,0.0,1.26553399990688,2.47364176463418,-10.3353685013018,5,3,0.0,RIPA56,plate6,rep1,0.0,RIPA56,0.1,0.1,U87MG,773,6.651571873589727,1060,6.966967138613983,113,4.736198448394496,10.660377358490566,11,2.4849066497880004,1.0377358490566038,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_10_Lig_BC_62,U87MG,A01_G01_RT_BC_10_Lig_BC_62,sci3_sciPlex8_FollowUp,0.457058659181276,411,5,1.96827114875178e-112,7.026728001043841e-110,3.98133256748995,plate6_0.01_BMS345541_0.01_rep1,10,62,A01,G01,10,Trametinib_0.01_BMS345541_0.01,339,1.15936332590497,0.0,1.15936332590497,2.9300464506083,-10.3759854904375,5,3,0.01,BMS345541,plate6,rep1,0.01,BMS345541,0.01,0.01,U87MG,339,5.8289456176102075,411,6.021023349349527,42,3.7612001156935624,10.218978102189782,4,1.6094379124341003,0.9732360097323601,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_10_Lig_BC_74,U87MG,A01_G01_RT_BC_10_Lig_BC_74,sci3_sciPlex8_FollowUp,0.840721037326143,756,9,1.51235555098608e-189,6.80559997943736e-187,7.09988317757009,plate10_0_GSK690693_1_rep1,10,74,A01,G01,10,Trametinib_0.0_GSK690693_1.0,491,0.0,2.99729520241199,2.99729520241199,3.30820478152566,-8.8034747711382,5,3,0.0,GSK690693,plate10,rep1,0.0,GSK690693,1.0,1.0,U87MG,491,6.198478716492308,756,6.6293632534374485,236,5.4680601411351315,31.216931216931215,2,1.0986122886681098,0.26455026455026454,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_10_Lig_BC_93,U87MG,A01_G01_RT_BC_10_Lig_BC_93,sci3_sciPlex8_FollowUp,2.45766334985552,2210,10,0.0,0.0,6.18063369854901,plate6_0.01_PHA767491_0.01_rep1,10,93,A01,G01,10,Trametinib_0.01_PHA767491_0.01,1167,1.44812400380537,2.0690299542679,2.41343426309042,2.5470012540751,-8.66123138582326,7,3,0.01,PHA767491,plate6,rep1,0.01,PHA767491,0.01,0.01,U87MG,1167,7.0630481633881725,2210,7.701200180857446,674,6.51471269087253,30.497737556561088,22,3.1354942159291497,0.9954751131221719,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_11_Lig_BC_85,U87MG,A01_G01_RT_BC_11_Lig_BC_85,sci3_sciPlex8_FollowUp,1.07981498312657,971,12,9.65889425132022e-122,3.62208534424508e-119,7.15924506045414,plate9_0.01_Palbociclib_0.01_rep2,11,85,A01,G01,11,Trametinib_0.01_Palbociclib_0.01,771,1.32926192557423,2.32833526836522,2.5679524956999,3.88619936656289,-10.1429618469439,5,3,0.01,Palbociclib,plate9,rep2,0.01,Palbociclib,0.01,0.01,U87MG,771,6.648984550024776,971,6.879355804460439,76,4.343805421853684,7.826982492276004,6,1.9459101490553132,0.6179196704428425,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_11_Lig_BC_96,U87MG,A01_G01_RT_BC_11_Lig_BC_96,sci3_sciPlex8_FollowUp,1.56022700445579,1403,13,0.0,0.0,8.1952296819788,plate11_0_VE821_1_rep2,11,96,A01,G01,11,Trametinib_0.0_VE821_1.0,898,0.824992981775734,2.8715423564961,2.94159844914574,3.14952934932046,-8.54122005617238,5,3,0.0,VE821,plate11,rep2,0.0,VE821,1.0,1.0,U87MG,898,6.80128303447162,1403,7.247080584585756,352,5.8664680569332965,25.089094796863865,24,3.2188758248682006,1.7106200997861727,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_12_Lig_BC_11,U87MG,A01_G01_RT_BC_12_Lig_BC_11,sci3_sciPlex8_FollowUp,0.8818674373011,793,17,3.1138999471121696e-30,5.231351911148439e-28,13.9801111436092,plate9_0_vehicle_0_rep2,12,11,A01,G01,12,Trametinib_0.0_vehicle_0.0,651,1.71124135035881,1.71124135035881,2.30972536400389,1.82046986769967,-10.951565133687,7,3,0.0,vehicle,plate9,rep2,0.0,vehicle,0.0,0.0,U87MG,651,6.480044561926653,793,6.677083461247136,54,4.007333185232471,6.809583858764187,5,1.791759469228055,0.6305170239596469,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_12_Lig_BC_79,U87MG,A01_G01_RT_BC_12_Lig_BC_79,sci3_sciPlex8_FollowUp,0.482636151057601,434,12,6.73047145526669e-26,9.94335608435396e-24,8.98255306775225,plate10_0_vehicle_0_rep1,12,79,A01,G01,12,Trametinib_0.0_vehicle_0.0,348,0.0,0.0,0.0,1.62850285720162,-10.5981029144487,7,3,0.0,vehicle,plate10,rep1,0.0,vehicle,0.0,0.0,U87MG,348,5.855071922202427,434,6.075346031088684,63,4.1588830833596715,14.516129032258066,4,1.6094379124341003,0.9216589861751152,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_12_Lig_BC_93,U87MG,A01_G01_RT_BC_12_Lig_BC_93,sci3_sciPlex8_FollowUp,0.790678118437682,711,9,7.820162208287509e-204,3.69893672451999e-201,6.02601156069364,plate11_0_Nutlin3A_1_rep2,12,93,A01,G01,12,Trametinib_0.0_Nutlin3A_1.0,509,1.5674092501075,0.0,1.5674092501075,1.66796935748391,-11.0086434951983,7,3,0.0,Nutlin3A,plate11,rep2,0.0,Nutlin3A,1.0,1.0,U87MG,509,6.234410725718371,711,6.568077911411976,115,4.7535901911063645,16.17440225035162,2,1.0986122886681098,0.2812939521800281,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_21_Lig_BC_17,U87MG,A01_G01_RT_BC_21_Lig_BC_17,sci3_sciPlex8_FollowUp,0.709497383351957,638,10,8.86772478798885e-05,0.0065621163431117,5.96508583066628,plate11_0_vehicle_0_rep2,21,17,A01,G01,21,Trametinib_0.0_vehicle_0.0,539,0.0,0.0,0.0,2.32325853061013,-11.0897849670611,5,3,0.0,vehicle,plate11,rep2,0.0,vehicle,0.0,0.0,U87MG,539,6.29156913955832,638,6.459904454377535,18,2.9444389791664403,2.8213166144200628,2,1.0986122886681098,0.3134796238244514,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_21_Lig_BC_25,U87MG,A01_G01_RT_BC_21_Lig_BC_25,sci3_sciPlex8_FollowUp,0.361421080861107,325,17,0.0,0.0,14.3967503692762,plate11_0_Volasertib_0.01_rep2,21,25,A01,G01,21,Trametinib_0.0_Volasertib_0.01,298,2.49050951165354,2.23007539671423,3.01396456716253,3.92735446643166,-11.8254674545488,5,3,0.0,Volasertib,plate11,rep2,0.0,Volasertib,0.01,0.01,U87MG,298,5.700443573390687,325,5.786897381366708,2,1.0986122886681098,0.6153846153846154,1,0.6931471805599453,0.3076923076923077,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_21_Lig_BC_26,U87MG,A01_G01_RT_BC_21_Lig_BC_26,sci3_sciPlex8_FollowUp,1.42677922075323,1283,23,1.98801399300463e-231,9.95995010495321e-229,2.61965893849396,plate6_0_PHA767491_0.01_rep1,21,26,A01,G01,21,Trametinib_0.0_PHA767491_0.01,827,1.50505390309858,2.38068529883875,2.66142713603838,3.50512374591164,-8.92215953981496,5,3,0.0,PHA767491,plate6,rep1,0.0,PHA767491,0.01,0.01,U87MG,827,6.71901315438526,1283,7.157735484249907,316,5.75890177387728,24.629773967264224,15,2.772588722239781,1.1691348402182384,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_21_Lig_BC_32,U87MG,A01_G01_RT_BC_21_Lig_BC_32,sci3_sciPlex8_FollowUp,0.597178832068967,537,41,0.0,0.0,43.956776080598,plate10_0.1_Nintedanib_0.1_rep1,21,32,A01,G01,21,Trametinib_0.1_Nintedanib_0.1,412,0.0,0.0,0.0,0.544455599301384,-11.7434438339434,7,3,0.1,Nintedanib,plate10,rep1,0.1,Nintedanib,0.1,0.1,U87MG,412,6.023447592961033,537,6.2878585601617845,33,3.5263605246161616,6.145251396648044,2,1.0986122886681098,0.37243947858473,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_21_Lig_BC_68,U87MG,A01_G01_RT_BC_21_Lig_BC_68,sci3_sciPlex8_FollowUp,1.18768527495281,1068,14,8.40443072002692e-108,2.95835961344947e-105,4.93112729575681,plate6_0.01_Infigratinib_0.01_rep1,21,68,A01,G01,21,Trametinib_0.01_Infigratinib_0.01,820,1.26014187516773,3.16687892441909,3.26801704840441,4.15300477694802,-9.43451820528127,5,3,0.01,Infigratinib,plate6,rep1,0.01,Infigratinib,0.01,0.01,U87MG,820,6.710523109452428,1068,6.974478911025045,64,4.174387269895637,5.992509363295881,8,2.1972245773362196,0.7490636704119851,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_21_Lig_BC_95,U87MG,A01_G01_RT_BC_21_Lig_BC_95,sci3_sciPlex8_FollowUp,1.49683930719707,1346,52,0.0,0.0,55.7352427523577,plate6_0_Doxorubicin_0.1_rep1,21,95,A01,G01,21,Trametinib_0.0_Doxorubicin_0.1,981,0.0,1.10001901736207,1.10001901736207,1.58219362448983,-10.9455360046587,7,3,0.0,Doxorubicin,plate6,rep1,0.0,Doxorubicin,0.1,0.1,U87MG,981,6.889591308354466,1346,7.205635176410364,114,4.74493212836325,8.469539375928678,13,2.6390573296152584,0.9658246656760773,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_22_Lig_BC_24,U87MG,A01_G01_RT_BC_22_Lig_BC_24,sci3_sciPlex8_FollowUp,1.24217645329802,1117,20,1.72871545410812e-95,5.75662246218005e-93,16.6471121862715,plate6_0_vehicle_0_rep1,22,24,A01,G01,22,Trametinib_0.0_vehicle_0.0,903,1.22821140668155,2.50720130663945,2.68687125530663,3.91163314532571,-11.1427367798052,5,3,0.0,vehicle,plate6,rep1,0.0,vehicle,0.0,0.0,U87MG,903,6.806829360392176,1117,7.0192966537150445,21,3.091042453358316,1.8800358102059087,8,2.1972245773362196,0.7162041181736795,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_22_Lig_BC_44,U87MG,A01_G01_RT_BC_22_Lig_BC_44,sci3_sciPlex8_FollowUp,0.577161664513582,519,5,1.25599586952822e-101,4.30806583248181e-99,2.98851234922458,plate9_1_DDR1IN_1_rep2,22,44,A01,G01,22,Trametinib_1.0_DDR1IN_1.0,331,0.0,0.0,0.0,0.687529396527336,-11.7863877884112,7,3,1.0,DDR1IN,plate9,rep2,1.0,DDR1IN,1.0,1.0,U87MG,331,5.805134968916488,519,6.253828811575473,137,4.927253685157205,26.39691714836224,1,0.6931471805599453,0.1926782273603083,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_22_Lig_BC_9,U87MG,A01_G01_RT_BC_22_Lig_BC_9,sci3_sciPlex8_FollowUp,0.475963761872473,428,6,2.80031640563996e-280,1.53737370669634e-277,inf,plate9_0.01_AZ628_0.01_rep2,22,9,A01,G01,22,Trametinib_0.01_AZ628_0.01,376,0.0,1.6490432771298,1.6490432771298,3.57766379069619,-11.3072122207842,5,3,0.01,AZ628,plate9,rep2,0.01,AZ628,0.01,0.01,U87MG,376,5.932245187448011,428,6.061456918928017,7,2.0794415416798357,1.6355140186915886,4,1.6094379124341003,0.9345794392523363,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_23_Lig_BC_12,U87MG,A01_G01_RT_BC_23_Lig_BC_12,sci3_sciPlex8_FollowUp,0.810695285993067,729,19,0.0,0.0,15.2160349854227,plate11_0_Roscovitine_1_rep2,23,12,A01,G01,23,Trametinib_0.0_Roscovitine_1.0,484,0.0,0.0,0.0,1.93919957827859,-9.55979381715871,7,3,0.0,Roscovitine,plate11,rep2,0.0,Roscovitine,1.0,1.0,U87MG,484,6.184148890937483,729,6.593044534142437,203,5.318119993844216,27.846364883401918,15,2.772588722239781,2.05761316872428,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_23_Lig_BC_25,U87MG,A01_G01_RT_BC_23_Lig_BC_25,sci3_sciPlex8_FollowUp,0.867410594066656,780,5,1.9650064922017502e-110,6.95612298239419e-108,inf,plate10_0_Alectinib_0.01_rep1,23,25,A01,G01,23,Trametinib_0.0_Alectinib_0.01,625,1.49482802002287,1.19565222454967,1.9116562452106,2.01350630473428,-11.3813327423296,7,3,0.0,Alectinib,plate10,rep1,0.0,Alectinib,0.01,0.01,U87MG,625,6.439350371100098,780,6.660575149839686,22,3.1354942159291497,2.8205128205128207,5,1.791759469228055,0.641025641025641,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_23_Lig_BC_53,U87MG,A01_G01_RT_BC_23_Lig_BC_53,sci3_sciPlex8_FollowUp,1.50462376124639,1353,237,0.0,0.0,5.47335225480921,plate6_0_Doxorubicin_10_rep1,23,53,A01,G01,23,Trametinib_0.0_Doxorubicin_10.0,901,0.0,0.845540296865675,0.845540296865675,2.41188086222939,-11.808688508626,5,3,0.0,Doxorubicin,plate6,rep1,0.0,Doxorubicin,10.0,10.0,U87MG,901,6.804614520062624,1353,7.21081845347222,83,4.430816798843313,6.134515890613452,7,2.0794415416798357,0.5173688100517368,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_23_Lig_BC_73,U87MG,A01_G01_RT_BC_23_Lig_BC_73,sci3_sciPlex8_FollowUp,2.71566239834715,2442,48,0.0,0.0,6.616270914738,plate6_0_Infigratinib_0.1_rep1,23,73,A01,G01,23,Trametinib_0.0_Infigratinib_0.1,1582,0.905406568768974,1.04421643971199,1.46189071219387,1.97907818507485,-11.0765021911821,7,3,0.0,Infigratinib,plate6,rep1,0.0,Infigratinib,0.1,0.1,U87MG,1582,7.367077059881012,2442,7.8009820712577405,208,5.342334251964811,8.517608517608517,27,3.332204510175204,1.1056511056511056,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_24_Lig_BC_16,U87MG,A01_G01_RT_BC_24_Lig_BC_16,sci3_sciPlex8_FollowUp,0.549360042908882,494,8,4.50944376754838e-84,1.39341812417245e-81,3.97240586375395,plate6_0_RIPA56_10_rep1,24,16,A01,G01,24,Trametinib_0.0_RIPA56_10.0,353,0.0,1.03684320669461,1.03684320669461,1.54322327327065,-9.41059051668264,7,3,0.0,RIPA56,plate6,rep1,0.0,RIPA56,10.0,10.0,U87MG,353,5.869296913133774,494,6.20455776256869,120,4.795790545596741,24.291497975708502,2,1.0986122886681098,0.4048582995951417,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_24_Lig_BC_18,U87MG,A01_G01_RT_BC_24_Lig_BC_18,sci3_sciPlex8_FollowUp,0.375877924095551,338,17,0.0,0.0,12.0048991354467,plate9_0_Temsirolimus_0.01_rep2,24,18,A01,G01,24,Trametinib_0.0_Temsirolimus_0.01,308,1.84385787970039,2.19514627442321,2.6604127536591,3.35809696864419,-9.58481155550099,5,3,0.0,Temsirolimus,plate9,rep2,0.0,Temsirolimus,0.01,0.01,U87MG,308,5.733341276897746,338,5.82600010738045,13,2.6390573296152584,3.8461538461538463,2,1.0986122886681098,0.591715976331361,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_24_Lig_BC_49,U87MG,A01_G01_RT_BC_24_Lig_BC_49,sci3_sciPlex8_FollowUp,1.28777111272973,1158,14,4.84877354353136e-174,2.10436771789261e-171,10.0121422376409,plate9_0_BID1870_0.1_rep2,24,49,A01,G01,24,Trametinib_0.0_BID1870_0.1,744,1.41248391295071,3.19031441754711,3.31062357213566,3.77331317614846,-8.82085262453176,5,3,0.0,BID1870,plate9,rep2,0.0,BID1870,0.1,0.1,U87MG,744,6.61338421837956,1158,7.055312843339752,297,5.697093486505405,25.647668393782386,14,2.70805020110221,1.2089810017271159,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_24_Lig_BC_68,U87MG,A01_G01_RT_BC_24_Lig_BC_68,sci3_sciPlex8_FollowUp,0.493756799699481,444,15,0.0,0.0,11.0958744915747,plate10_0_VE821_0.1_rep1,24,68,A01,G01,24,Trametinib_0.0_VE821_0.1,394,1.10700648010577,2.40932451148446,2.57655341429769,3.52497686099343,-9.73704181825734,5,3,0.0,VE821,plate10,rep1,0.0,VE821,0.1,0.1,U87MG,394,5.978885764901122,444,6.09807428216624,15,2.772588722239781,3.3783783783783785,5,1.791759469228055,1.1261261261261262,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_24_Lig_BC_84,U87MG,A01_G01_RT_BC_24_Lig_BC_84,sci3_sciPlex8_FollowUp,0.536015264538626,482,14,0.0,0.0,8.24059259259259,plate6_0.01_Temsirolimus_0.01_rep1,24,84,A01,G01,24,Trametinib_0.01_Temsirolimus_0.01,367,1.05278421222677,0.0,1.05278421222677,1.16485465716653,-10.1187566391192,7,3,0.01,Temsirolimus,plate6,rep1,0.01,Temsirolimus,0.01,0.01,U87MG,367,5.908082938168931,482,6.180016653652572,67,4.219507705176107,13.900414937759336,7,2.0794415416798357,1.4522821576763485,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_33_Lig_BC_26,U87MG,A01_G01_RT_BC_33_Lig_BC_26,sci3_sciPlex8_FollowUp,0.330283264663842,297,6,6.71385831973622e-28,1.0339341812393801e-25,3.02089985486212,plate6_0_Infigratinib_0.1_rep1,33,26,A01,G01,33,Trametinib_0.0_Infigratinib_0.1,237,0.0,1.3931965154546,1.3931965154546,1.52114797782235,-9.81956134950734,7,3,0.0,Infigratinib,plate6,rep1,0.0,Infigratinib,0.1,0.1,U87MG,237,5.472270673671475,297,5.697093486505405,55,4.02535169073515,18.51851851851852,6,1.9459101490553132,2.0202020202020203,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_33_Lig_BC_47,U87MG,A01_G01_RT_BC_33_Lig_BC_47,sci3_sciPlex8_FollowUp,0.394783026786747,355,19,1.35319994329829e-76,3.9648758338639805e-74,15.1058340662562,plate10_0_vehicle_0_rep1,33,47,A01,G01,33,Trametinib_0.0_vehicle_0.0,278,1.2621578310979,1.2621578310979,1.80271159679063,1.34573782634072,-10.4969562164507,7,3,0.0,vehicle,plate10,rep1,0.0,vehicle,0.0,0.0,U87MG,278,5.631211781821365,355,5.87493073085203,60,4.110873864173311,16.901408450704224,2,1.0986122886681098,0.5633802816901409,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_33_Lig_BC_55,U87MG,A01_G01_RT_BC_33_Lig_BC_55,sci3_sciPlex8_FollowUp,0.474851697008285,427,11,1.9450371103920202e-09,1.98393785259986e-07,3.01451612903226,plate10_0_GSK690693_10_rep1,33,55,A01,G01,33,Trametinib_0.0_GSK690693_10.0,294,1.65093321434664,1.13331018085767,1.99030454150812,1.1902604217463,-9.77668129121877,7,3,0.0,GSK690693,plate10,rep1,0.0,GSK690693,10.0,10.0,U87MG,294,5.68697535633982,427,6.059123195581797,118,4.77912349311153,27.634660421545664,4,1.6094379124341003,0.936768149882904,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_33_Lig_BC_67,U87MG,A01_G01_RT_BC_33_Lig_BC_67,sci3_sciPlex8_FollowUp,0.864074399474092,777,13,0.0,0.0,9.12867540029112,plate11_0.01_Alectinib_0.01_rep2,33,67,A01,G01,33,Trametinib_0.01_Alectinib_0.01,564,1.19834162961395,1.19834162961395,1.72797284387435,2.75685657214455,-9.61001526033498,5,3,0.01,Alectinib,plate11,rep2,0.01,Alectinib,0.01,0.01,U87MG,564,6.336825731146441,777,6.656726524178391,114,4.74493212836325,14.671814671814673,3,1.3862943611198906,0.3861003861003861,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_33_Lig_BC_78,U87MG,A01_G01_RT_BC_33_Lig_BC_78,sci3_sciPlex8_FollowUp,0.470403437551532,423,5,4.37971341499699e-88,1.38398943913905e-85,3.02610966057441,plate11_0_Roscovitine_1_rep2,33,78,A01,G01,33,Trametinib_0.0_Roscovitine_1.0,318,0.0,0.0,0.0,1.60958660792641,-9.56561504518605,7,3,0.0,Roscovitine,plate11,rep2,0.0,Roscovitine,1.0,1.0,U87MG,318,5.765191102784844,423,6.049733455231958,86,4.465908118654584,20.33096926713948,8,2.1972245773362196,1.8912529550827424,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_33_Lig_BC_8,U87MG,A01_G01_RT_BC_33_Lig_BC_8,sci3_sciPlex8_FollowUp,1.16655604253323,1049,28,0.0,0.0,10.9641464146415,plate11_0_Roscovitine_0.1_rep2,33,8,A01,G01,33,Trametinib_0.0_Roscovitine_0.1,816,0.0,1.27303395084998,1.27303395084998,3.02838576983743,-11.3120225540362,5,3,0.0,Roscovitine,plate11,rep2,0.0,Roscovitine,0.1,0.1,U87MG,816,6.705639094860003,1049,6.956545443151569,38,3.6635616461296463,3.622497616777884,7,2.0794415416798357,0.667302192564347,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_34_Lig_BC_43,U87MG,A01_G01_RT_BC_34_Lig_BC_43,sci3_sciPlex8_FollowUp,0.579385794241958,521,11,3.22787430983535e-98,1.08779364241451e-95,3.00796178343949,plate9_0.1_RIPA56_0.1_rep2,34,43,A01,G01,34,Trametinib_0.1_RIPA56_0.1,442,0.0,0.0,0.0,0.894537579529808,-12.1579793564043,7,3,0.1,RIPA56,plate9,rep2,0.1,RIPA56,0.1,0.1,U87MG,442,6.093569770045136,521,6.257667587882639,11,2.4849066497880004,2.111324376199616,4,1.6094379124341003,0.7677543186180422,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_34_Lig_BC_53,U87MG,A01_G01_RT_BC_34_Lig_BC_53,sci3_sciPlex8_FollowUp,0.473739632144097,426,13,2.0649544475448802e-157,8.528261868360361e-155,12.3717605004468,plate6_0.1_PHA767491_0.1_rep1,34,53,A01,G01,34,Trametinib_0.1_PHA767491_0.1,347,0.0,1.99232912492209,1.99232912492209,0.514080357068107,-10.1753753296099,7,3,0.1,PHA767491,plate6,rep1,0.1,PHA767491,0.1,0.1,U87MG,347,5.8522024797744745,426,6.056784013228625,53,3.9889840465642745,12.44131455399061,4,1.6094379124341003,0.9389671361502347,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_34_Lig_BC_64,U87MG,A01_G01_RT_BC_34_Lig_BC_64,sci3_sciPlex8_FollowUp,1.08203911285494,973,16,8.99604685378963e-81,2.6898180092831e-78,6.93546528377989,plate10_0_Alectinib_0.1_rep1,34,64,A01,G01,34,Trametinib_0.0_Alectinib_0.1,713,1.32774931769345,1.04674409912014,1.72649269171901,2.99834502887063,-10.1215976349077,5,3,0.0,Alectinib,plate10,rep1,0.0,Alectinib,0.1,0.1,U87MG,713,6.570882962339584,973,6.881411303642535,136,4.919980925828125,13.97738951695786,9,2.302585092994046,0.9249743062692704,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_34_Lig_BC_7,U87MG,A01_G01_RT_BC_34_Lig_BC_7,sci3_sciPlex8_FollowUp,0.824040064363323,741,12,5.34101951608289e-55,1.28718570337598e-52,6.03489386449549,plate9_1_Salubrinal_1_rep2,34,7,A01,G01,34,Trametinib_1.0_Salubrinal_1.0,586,0.794589984976899,0.794589984976899,1.23170463508237,1.88835192870431,-12.386117326375,7,3,1.0,Salubrinal,plate9,rep2,1.0,Salubrinal,1.0,1.0,U87MG,586,6.375024819828097,741,6.60934924316738,28,3.367295829986474,3.7786774628879893,1,0.6931471805599453,0.1349527665317139,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_34_Lig_BC_78,U87MG,A01_G01_RT_BC_34_Lig_BC_78,sci3_sciPlex8_FollowUp,0.913005253498364,821,13,2.35396920706736e-282,1.3017449715082502e-279,7.13728366089762,plate9_10_BID1870_10_rep2,34,78,A01,G01,34,Trametinib_10.0_BID1870_10.0,542,0.0,0.0,0.0,0.220912110322044,-11.4539302459917,7,3,10.0,BID1870,plate9,rep2,10.0,BID1870,10.0,10.0,U87MG,542,6.297109319933935,821,6.71174039505618,162,5.093750200806762,19.732034104750305,5,1.791759469228055,0.6090133982947624,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_34_Lig_BC_8,U87MG,A01_G01_RT_BC_34_Lig_BC_8,sci3_sciPlex8_FollowUp,0.623868388809479,561,8,5.52474447476159e-39,1.0497014502047001e-36,2.99308556611927,plate9_0.01_AZ628_0.01_rep2,34,8,A01,G01,34,Trametinib_0.01_AZ628_0.01,485,1.7593579191955,1.43646556134816,2.19883560075716,2.59897841166787,-11.0760463348589,5,3,0.01,AZ628,plate9,rep2,0.01,AZ628,0.01,0.01,U87MG,485,6.186208623900494,561,6.331501849893691,27,3.332204510175204,4.81283422459893,2,1.0986122886681098,0.35650623885918004,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_35_Lig_BC_39,U87MG,A01_G01_RT_BC_35_Lig_BC_39,sci3_sciPlex8_FollowUp,0.523782551032557,471,20,0.0,0.0,18.8587843967342,plate10_0.01_Nintedanib_0.01_rep2,35,39,A01,G01,35,Trametinib_0.01_Nintedanib_0.01,417,1.06787442376894,2.90047075641321,3.00031636050118,3.75599158953957,-9.78867279207326,5,3,0.01,Nintedanib,plate10,rep2,0.01,Nintedanib,0.01,0.01,U87MG,417,6.035481432524756,471,6.156978985585555,7,2.0794415416798357,1.48619957537155,4,1.6094379124341003,0.8492569002123143,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_36_Lig_BC_43,U87MG,A01_G01_RT_BC_36_Lig_BC_43,sci3_sciPlex8_FollowUp,0.451498334860336,406,18,5.825750732632739e-94,1.92249774176881e-91,16.6477169640157,plate10_0_vehicle_0_rep1,36,43,A01,G01,36,Trametinib_0.0_vehicle_0.0,350,2.03399203087073,3.04135687703965,3.31702455799988,3.96293176364236,-8.99921928560353,5,3,0.0,vehicle,plate10,rep1,0.0,vehicle,0.0,0.0,U87MG,350,5.860786223465865,406,6.008813185442595,20,3.044522437723423,4.926108374384237,5,1.791759469228055,1.2315270935960592,"[('DMSO_TF', 0.0, 'uM')]"
A01_G01_RT_BC_36_Lig_BC_5,U87MG,A01_G01_RT_BC_36_Lig_BC_5,sci3_sciPlex8_FollowUp,1.5502184206781,1394,7,7.00227969592528e-53,1.64553572854244e-50,3.9617816091954,plate6_0_AZ628_0.1_rep1,36,5,A01,G01,36,Trametinib_0.0_AZ628_0.1,1018,0.828613290976332,0.828613290976332,1.27544144449122,3.47432554911904,-12.0880902878008,5,3,0.0,AZ628,plate6,rep1,0.0,AZ628,0.1,0.1,U87MG,1018,6.926577033222725,1394,7.240649694255466,7,2.0794415416798357,0.5021520803443328,0,0.0,0.0,"[('DMSO_TF', 0.0, 'uM')]"
